NPs	coresize	hydrosize	surfcharge	surfarea	Hsf	Ec	Ev	MeO	Cellline	Celltype	Expotime	dosage	enthalpy	ratio	e	esum	esumbyo	MW	NMetal	NOxygen	ox	viability	class
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.4433	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	88.0825	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	80.6598	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	79.4227	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	76.4536	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	45.2784	Toxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	6.6804	Toxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100.8197	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	1.56	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	102.2951	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	3.13	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	93.4426	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	6.25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	94.918	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	12.5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	98.1148	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	25	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	55.8197	nonToxic
ZnO	32	1093	21.6	37	-3.608	-3.89	-7.2	5.67	A549	Cancer	12	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	24.3443	Toxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	99.3899	nonToxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	16.6812	Toxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	100	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	15.3939	Toxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	83.9423	nonToxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	26.3359	Toxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	100	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	18.6121	Toxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	24	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	111.7895	nonToxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	24	1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	109.2632	nonToxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	24	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	87.2481	nonToxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	24	1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	65.2331	nonToxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	48	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	114.2285	nonToxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	48	1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	107.8156	nonToxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	48	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	3.3066	Toxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	48	100	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	4.8096	Toxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	102.2712	nonToxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	2.004	Toxic
ZnO	35.6	295.5	-41.6	27.9	-3.608	-3.89	-7.2	5.67	SW480	Cancer	24	100	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	0.4008	Toxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	48	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	119.2404	nonToxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	48	1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	127.4363	nonToxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	48	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	116.3751	nonToxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	48	100	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	40.8796	Toxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	24	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	86.8566	nonToxic
ZnO	35.6	236	-41.6	27.9	-3.608	-3.89	-7.2	5.67	Caco2	Cancer	24	1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	84.4578	nonToxic
